Severity,Description
1,Right lane blocked due to accident on I-90 Westbound between Exit 6 Mercer Way and Exits 3 3A 3B Rainier Ave.
0,Accident on Valley St at 6th Ave.
0,Accident on 4th Ave at Woodlawn Ave.
1,Two lanes blocked due to accident on I-5 Northbound at Exit 156 WA-599.
0,Accident on 36th St at Stone Way.
0,Accident on 15th Ave at 88th St.
0,Accident on 127th St at WA-522 Lake City Way.
1,Slow traffic and center lane blocked due to accident on I-5 Northbound at Exit 171 WA-522 Lake City Way.
0,Left lane blocked due to accident on WA-520 Eastbound at Lake Washington Blvd.
0,Accident on Denny Way at Warren Ave.
0,Accident on WA-99 Aurora Ave at Ward St.
0,Accident on Spencer St near 44th Ave.
0,Accident on 45th Ave near Admiral Way.
0,Accident on Dravus St at 15th Ave.
0,Accident on Virginia St at Pike Pl.
0,Accident on Union St at Belmont Ave.
0,Accident on 5th Ave at WA-523 145th St.
0,Accident on 11th Ave at 42nd St.
0,Accident on Charles St at Rainier Ave.
0,Accident on 23rd Ave at King St.
0,Accident on 25th Ave near Yesler Way.
0,Accident on McClellan St at Martin Luther King Jr Way.
0,Accident on 39th St near Phinney Ave.
0,Restrictions due to accident on WA-509 Northbound at Cloverdale St.
0,Two lanes blocked due to accident on WA-99 Aurora Ave Northbound near Republican St.
0,Accident on WA-99 1st Ave near WA-509.
1,Restrictions on entry ramp due to accident on I-5 Northbound at I-90.
0,Restrictions due to accident on 45th St at Roosevelt Way.
1,One lane blocked due to accident on I-5 Northbound at Exits 161 162 Bailey St.
0,One lane blocked due to accident on WA-599 Southbound at WA-99.
0,Right lane blocked due to accident on Spokane St Eastbound at 6th Ave.
0,Accident on Queen Anne Ave at Garfield St.
0,Accident on Norfolk St at 57th Ave.
0,Accident on Genesee St at Renton Ave.
0,Accident on 133rd St at Greenwood Ave.
0,One lane blocked due to accident on Alaskan Way Via Northbound near Madison St.
0,Very slow traffic and right lane blocked due to accident on Nickerson St Eastbound at Florentia St.
0,Accident on Fauntleroy Way at California Ave.
1,Right lane blocked due to accident on I-405 Northbound near Exit 1 WA-181 Interurban Ave.
0,Right lane blocked due to accident on 2nd Ave Southbound at Union St.
0,Accident on Broad St Southbound at 5th Ave.
1,Slow traffic and right lane blocked due to accident on I-5 Northbound near Exit 173 1st Ave.
1,Very slow traffic and center lane blocked due to accident on I-5 Southbound near Exits 164 165 165A 165B Cherry St.
0,Left lane blocked due to accident on WA-520 Westbound at Lake Washington Blvd.
0,Slow traffic due to accident on 85th St at WA-99 Aurora Ave.
0,Accident on 31st Ave near Grand St.
0,Accident on Pike St at 10th Ave.
0,Accident on Martin Luther King Jr Way at Bayview St.
0,Accident on Campus Pkwy near 12th Ave.
1,One lane blocked due to accident on I-90 Westbound at Exits 3 3A 3B Rainier Ave.
0,Accident on Alaska St Westbound at 40th Ave.
0,One lane blocked due to accident on Columbia St at 4th Ave.
0,Accident on Alaska St at 40th Ave.
1,Very slow traffic due to multi-vehicle accident on I-5 Southbound between Seattle Brg and Carleton Ave.
0,Accident on 15th Ave at 50th St.
0,Left lane blocked due to accident on Pike St Eastbound at Boren Ave.
0,Accident on 4th Ave at Lander St.
0,Lane blocked and very slow traffic due to accident on 45th St Eastbound at WA-513 Montlake Blvd.
0,Accident on 18th Ave at Barton St.
1,Slow traffic and right lane blocked due to accident on I-5 Northbound near Exits 164 165 165A 165B Cherry St.
0,Accident on Broad St both ways around 5th Ave.
0,Accident on Henderson St at Renton Ave.
0,Accident on Holly St at Rainier Ave.
0,Right lane blocked due to accident on WA-99 Aurora Ave Northbound at Halladay St.
0,Right lane blocked due to accident on WA-99 Aurora Ave Northbound at Battery Street Tunl.
0,Shoulder blocked due to accident on WA-99 Alaskan Way Via Northbound at Seattle Brg.
0,Accident on WA-99 Aurora Ave at Winona Ave.
0,Accident on 23rd Ave at Walker St.
0,Accident on 52nd St at Woodlawn Ave.
0,Accident on 5th Ave at 76th St.
1,Lane blocked and very slow traffic due to accident on I-5 Southbound at Exits 166 167 Eastlake Ave.
1,Very slow traffic and right lane blocked due to accident on I-5 Southbound before Exits 164 165 165A 165B Cherry St.
0,One lane blocked due to accident on WA-99 Aurora Ave Southbound at Dexter Way.
0,Accident on Genesee St at 51st Ave.
0,Accident on 4th Ave at McGraw St.
1,Lane blocked on exit ramp due to accident on I-5 Southbound at I-5 Exit 165 / I-90.
0,Accident on 115th St near 14th Ave.
0,Slow traffic and right lane blocked due to accident on WA-518 Westbound at 154th St.
0,Accident on Rainier Ave near Graham St.
0,Accident on Marginal Way at Holden Street.
0,Right lane blocked due to accident on WA-99 1st Ave Northbound between 5th Ave and 1st Ave.
0,Accident on Rainier Ave at Keppler St.
0,Accident on 9th Ave at McGraw St.
0,Two lanes blocked due to accident on WA-99 Aurora Ave Northbound at 104th St.
0,Accident on California Ave at Dawson St.
0,Accident on Meridian Ave at 44th St.
1,Accident on I-5 Northbound at Exits 164 165 165A 165B Cherry St.
0,Accident on Rainier Ave at Andover St.
0,Accident on Yesler Way at 28th Ave.
0,Accident on 1st Ave at Seattle Brg.
1,Very slow traffic and left lane blocked due to accident on I-5 Southbound at Exit 169 7th Ave.
0,Slow traffic due to accident on Diagonal Ave at WA-99 Marginal Way.
0,Accident on 29th Ave at Howell St.
0,Accident on 9th Ave at Roxbury St.
1,Right lane blocked due to accident on I-5 Northbound at Exits 166 167 Eastlake Ave.
0,Accident on 30th Ave at WA-523 145th St.
1,Very slow traffic and HOV lane blocked due to accident on I-5 Southbound after Exits 163 163A 163B Seattle Brg.
0,Slow traffic due to accident on Beacon Ave at Spokane St.
1,Very slow traffic and HOV lane blocked due to accident on I-5 Southbound after Exit 151 200th St.
0,Lane blocked on entry ramp and very slow traffic due to accident on WA-522 Lake City Way Southbound at I-5.
0,Accident on Front St at Marginal Way.
0,Accident on 143rd St at Meridian Ave.
0,Accident on Martin Luther King Jr Way near 104th Pl.
0,Slow traffic and right lane blocked due to accident on 1st Ave Southbound at Lander St.
1,HOV lane blocked due to accident on I-5 Northbound before Exits 153 154A 154AB I-405.
0,Left lane blocked due to accident on WA-99 Northbound at Michigan St.
1,Right lane blocked due to accident on I-5 Northbound after Exits 168A 168B WA-520.
1,Right lane blocked due to accident on I-5 Northbound at Exits 168A 168B WA-520.
1,HOV lane blocked due to accident on I-5 Southbound at Exits 163 163A 163B Seattle Brg.
0,Right lane blocked due to accident on WA-518 Westbound at Airport Expy.
0,Accident on Othello St at Martin Luther King Jr Way.
1,Two lane blocked due to accident on I-5 Northbound at Exit 176 175th St.
0,Accident on 5th Ave both ways around James St.
0,Accident on Marginal Way at 14th Ave.
0,Left lane blocked due to accident on WA-518 at Airport Expy.
0,Accident on 102nd St at WA-99 Aurora Ave.
0,Right lane blocked due to accident on 1st Ave Northbound at Seneca St.
0,Accident on Jefferson St at 6th Ave.
0,Slow traffic due to accident on 51st Ave at Renton Ave.
0,Accident on 12th Ave at Cherry St.
1,Right lane blocked due to accident on I-5 Southbound near WA-520.
1,Right lane blocked due to accident on I-5 Southbound at Exits 153 154A 154AB I-405.
0,Accident on Broad St Southbound at 5th Ave.
0,Accident on 94th St near 23rd Ave.
0,Accident on Greenwood Ave at 39th St.
0,Accident on 11th Ave at Fir St.
0,Accident on Genesee St at Avalon Way.
0,Accident on 122nd St at Palatine Ave.
0,Accident on Denny Way at 4th Ave.
1,Two-right lane blocked due to accident on I-5 Northbound at Exit 173 1st Ave.
0,Accident on University Way at 45th St.
0,Accident on University Way near 43rd St.
0,Accident on Delridge Way at Thistle St.
0,Accident on 23rd Ave at Massachusetts St.
0,Accident on 15th Ave at Snoqualmie St.
1,Restrictions on exit ramp due to accident on I-5 Northbound at Mercer St.
0,Left lane blocked due to accident on 4th Ave Northbound at Holgate St.
0,Accident on 4th Ave at Orcas St.
0,Accident on 42nd Ave at Orcas St.
0,Left lane blocked due to accident on Seattle Brg Eastbound at 4th Ave.
1,Two lanes blocked and very slow traffic due to accident on I-5 Northbound before Exit 175 WA-523 145th St.
0,Accident on Northlake Way near 8th Ave.
0,Lane blocked and very slow traffic due to accident on WA-522 Lake City Way at 130th St.
0,Right lane blocked due to accident on Eastlake Ave Southbound between 40th St and Fuhrman Ave.
0,Center lane blocked due to accident on Northgate Way Westbound near I-5.
0,Accident on 5th Ave at 115th St.
1,Lane blocked and slow traffic due to accident on I-5 Southbound at Exit 156 WA-599.
1,Slow traffic and Center lane blocked due to accident on I-5 Southbound at Exits 153 154A 154AB I-405.
1,Slow traffic and Right lane blocked due to accident on I-5 Southbound at Exits 163 163A 163B Seattle Brg.
0,Accident on 85th St both ways at WA-99 Aurora Ave.
1,Right lane blocked due to accident on I-5 Southbound near Exits 164A 164B I-90.
0,Accident on 2nd Ave at Cedar St.
1,One lane blocked due to accident on I-5 Southbound at Exits 166 167 Eastlake Ave.
0,Accident on Rainier Ave at Frontenac St.
0,Accident on Seattle Brg Eastbound at I-5.
0,Accident on Horton St at 1st Ave.
1,Restrictions on entry ramp due to accident on I-5 Southbound at Exits 163 163A 163B Seattle Brg.
0,Accident on Rainier Ave at 68th Ave.
0,Accident on Graham St at Rainier Ave.
0,Lane blocked due to accident on Madison St Westbound at 27th Ave.
0,Accident on Broad St Southbound at 5th Ave.
0,Accident on 2nd Ave at Virginia St.
0,Slow traffic and right lane blocked due to accident on Denny Way Eastbound at Westlake Ave.
0,Accident on WA-99 between WA-509 and 5th Ave.
0,Very slow traffic and left lane blocked due to accident on Denny Way both ways at Terry Ave.
0,Accident on 92nd St at 1st Ave.
0,Slow traffic due to accident on Airport Way at Nebraska St.
1,Very slow traffic and center lane blocked due to accident on I-5 Southbound at Exit 154B Southcenter Blvd.
0,Very slow traffic and right lane blocked due to accident on 1st Ave Southbound near Atlantic St.
0,Accident on Henderson St at Renton Ave.
0,Accident on WA-513 Montlake Blvd Southbound at 25th Ave.
0,Accident on 39th Ave at Holden St.
0,One lane blocked due to accident on 4th Ave Northbound at Seattle Blvd.
0,Accident on 8th Ave at Marion St.
1,Right lane blocked due to accident on I-5 Northbound at Carleton Ave.
0,Accident on Cherry St at 28th Ave.
1,Slow traffic and left lane blocked due to accident on I-5 Northbound near Exits 163 163A 163B Seattle Brg.
0,Accident on 1st Ave at Harrison St.
1,Slow traffic and right lane blocked due to accident on I-5 Southbound before Exits 166 167 Eastlake Ave.
0,Slow traffic due to accident on Lucile St at 3rd Ave.
0,Slow traffic due to accident on Airport Way at Lucile St.
1,Lane blocked and very slow traffic due to accident on 65th St Eastbound at Brooklyn Ave.
0,Accident on Rainier Ave at Massachusetts St.
1,Slow traffic and HOV lane blocked due to accident on I-5 Northbound after Exit 175 WA-523 145th St.
1,Queueing traffic and HOV lane blocked due to accident on I-5 Northbound at Exits 164A 164B I-90.
1,Queueing traffic and two-left lane blocked due to accident on I-90 Westbound at Exits 3 3A 3B Rainier Ave.
0,1 right lane blocked due to accident on WA-520 Westbound on Lake Washington Blvd.
0,Left lane blocked due to accident on WA-99 Northbound at 14th Ave.
1,Two lanes blocked due to accident on I-5 Northbound at Exits 169 170 Ravenna Blvd.
1,3 left lane blocked due to accident on I-5 Northbound at Exits 169 170 Ravenna Blvd.
0,Accident on 35th Ave at Holden St.
0,Accident on Roosevelt Way at Stone Ave.
0,Accident on 25th Ave at 75th St.
0,Lane blocked on exit ramp due to accident on WA-99 Alaskan Way Via Southbound at Seattle Brg.
0,Accident on 14th Ave Southbound at Cloverdale St.
0,Slow traffic due to accident on 4th Ave at Orcas St.
1,Right lane blocked due to accident on I-5 Northbound near Exit 154B Southcenter Blvd.
0,Accident on Grand St at 14th Ave.
0,One lane blocked due to accident on WA-520 Eastbound at Lake Washington Blvd.
0,Accident on Howell St at Martin Luther King Jr Way.
1,Accident on I-5 Northbound at Exits 161 162 Bailey St.
0,Accident on Eastlake Ave at Lakeview Blvd.
0,Accident on Broad St Southbound at 5th Ave.
0,Accident on WA-99 Aurora Ave at 105th St.
1,Slow traffic and right lane blocked due to accident on I-5 Northbound near Exits 163 163A 163B Seattle Brg.
0,Slow traffic and left lane blocked due to accident on WA-518 Eastbound before 51st Ave.
1,Accident on I-5 Southbound at Exit 152 Orillia Rd.
0,Accident on Terry Ave at James St.
0,Accident on Martin Luther King Jr Way at Orcas St.
0,Accident on 95th St at 42nd Ave.
0,Accident on Occidental Ave at Forest St.
0,Accident on 10th Ave Northbound at Dearborn St.
0,Accident on 22nd Ave near 21st Pl.
0,Accident on California Ave near Findlay St.
0,Accident on Fairview Ave at Denny Way.
0,Accident on 4th Ave at Seneca St.
0,Accident on 6th Ave at Spring St.
0,Accident on Rainier Ave at Edmunds St.
0,Accident on 61st Ave at Beach Dr.
1,Two left lane blocked due to accident on I-5 Northbound near Exit 158 WA-900 Martin Luther King Jr Way.
0,Accident on 82nd St near 1st Ave.
0,Accident on 10th Ave at Miller St.
0,Accident on 12th Ave at Cherry St.
0,Accident on 20th Ave at 137th St.
0,Accident on WA-522 Lake City Way at Erickson Pl NE.
0,Accident on Jackson St at 10th Ave.
0,Accident on 125th St at 17th Ave.
0,Accident on 3rd Ave at Holman Rd.
0,Accident on Union St near 14th Ave.
0,Accident on Lane St near Corwin Pl.
0,Accident on Rainier Ave at 33rd Ave.
0,Accident on Martin Luther King Jr Way at Austin St.
0,Slow traffic due to accident on 15th Ave at 45th St.
0,Accident on Rainier Ave at Oregon St.
0,Accident on Rainier Ave near Alaska St.
0,Accident on Aloha St at 22nd Ave.
0,Accident on 57th Ave near Norfolk St.
0,Accident on Broad St Southbound at 5th Ave.
0,Accident on 100th St at Greenwood Ave.
0,Accident on 45th St near 20th Ave.
0,Accident on Lakeview Blvd at Boylston Ave.
0,Accident on 65th St at 8th Ave.
0,Accident on Orcas St at Martin Luther King Jr Way.
1,Right hand shoulder blocked due to accident on I-5 Northbound at Exit 156 Interurban Ave.
1,One lane blocked due to accident on I-5 Southbound at Exits 163 163A 163B Seattle Brg.
0,Accident on 10th Ave at 73rd St.
0,Accident on 37th Ave at Genesee St.
0,One lane blocked due to accident on 4th Ave Northbound at Seattle Brg.
0,Left lane blocked due to accident on 5th Ave at Wall St.
0,Accident on WA-99 1st Ave at WA-509.
0,Accident on 30th Ave at 75th St.
0,Accident on Martin Luther King Jr Way at Othello St.
0,Accident on 2nd Ave at Republican St.
0,Accident on Broad St Southbound at 5th Ave.
0,Slow traffic and left lane blocked due to accident on 5th Ave Westbound near I-5.
0,Slow traffic due to accident on Elliott Ave at 4th Ave.
1,Right lane blocked due to accident on I-90 Westbound at Exits 3 3A 3B Rainier Ave.
1,Left-center lane blocked due to accident on I-5 Southbound at Exits 166 167 Eastlake Ave.
0,Slow traffic and left lane blocked due to accident on WA-518 Westbound at I-5.
1,HOV lane blocked due to accident on I-5 Southbound near Exit 151 200th St.
0,Accident on 42nd Ave near College St.
