Label,Description
1,Left lane blocked due to accident on I-85 I-75 Northbound at Exit 248B I-75.
1,Right lane blocked due to accident on I-85 Southbound at Exit 86.
1,Two lanes blocked due to accident on I-75 Northbound at Exits 248C 248D I-85 I-75.
0,Lane blocked due to accident on GA-400 Southbound at Exit 4C Hammond Dr.
0,Two lanes blocked due to accident on GA-400 Northbound at Exit 6 Northridge Rd.
1,Rx lane blocked due to accident on I-285 Eastbound at Exits 32 33B I-85.
1,Two lanes blocked and right hand shoulder blocked due to accident on GA-400 Northbound after Exit 6 Northridge Rd.
1,Left hand shoulder blocked and right hand shoulder blocked due to accident on I-75 Southbound before I-85 I-75.
1,Lane blocked due to accident on I-75 Southbound at Exits 246 248A I-20.
1,Four lanes blocked due to accident on I-75 Southbound at Exits 248C 248D I-85 I-75.
0,Left hand shoulder blocked due to accident on GA-400 Northbound before Exit 2 Lenox Rd.
1,Two lanes blocked and right hand shoulder blocked due to accident on I-20 Eastbound at Exits 56B 57 I-85 I-75.
0,Accident on Chamblee Tucker Rd both ways at Hathaway Ct.
1,Right flex lane blocked due to accident on GA-400 Southbound before Exit 6 Northridge Rd.
1,Center lane blocked due to accident on I-285 Northbound at Exit 9 GA-139 Martin Luther King Jr Dr.
0,Accident bus involved on Mitchell St both ways at Pryor St.
1,Accident on I-20 Westbound at Capitol Ave.
1,Right hand shoulder blocked due to accident on I-75 Southbound at MLK Dr.
1,Accident on I-85 I-75 Northbound at Edgewood Ave.
1,Right hand shoulder blocked due to accident on I-75 Northbound at MLK Dr.
0,Heavy traffic due to accident on GA-42 Briarcliff Rd both ways at Clifton Rd.
0,Accident on GA-166 Arthur Langford Pkwy both ways at Lakewood Ave.
1,Third left lane blocked due to accident on I-75 Northbound before Edgewood Ave.
1,Accident on I-75 Southbound at Williams St.
0,Accident on 10th St both ways at Peachtree St.
0,Accident on Maple Dr both ways at GA-141 Peachtree Rd.
1,Accident on I-85 Southbound at I-75.
0,Accident on GA-237 Piedmont Rd both ways at Lenox Rd.
1,Left hand shoulder blocked due to accident on I-75 Northbound after Exit 252 Howell Mill Rd.
0,Accident on Bolton Rd both ways at GA-280 James Jackson Pkwy.
1,Accident on I-285 Northbound at Exits 5A 5B GA-154 Arthur Langford Pkwy.
1,Right hand shoulder blocked due to accident on I-75 Southbound at 10th St.
1,Left hand shoulder blocked due to accident on I-75 Southbound at North Ave.
0,Delays due to accident on GA-314 Fayetteville Rd both ways at Pleasant Hill Rd.
1,Left lane blocked and left hand shoulder blocked due to accident on I-75 Southbound at 10th St.
1,Left lane blocked due to accident on I-75 Northbound after 10th St.
1,Third right lane blocked due to accident on I-75 Northbound before North Ave.
1,Accident on I-75 Southbound at Capitol Ave.
1,Accident on I-85 Southbound at Exit 89 GA-42 Druid Hills Rd.
1,Right lane blocked due to accident on I-285 Southbound at Exit 12 US-278 Donald Lee Hollowell Pkwy.
0,Accident on Piedmont Rd at Cheshire Bridge Rd.
0,Accident on US-29 Ponce de Leon Ave at Lakeview Ave.
0,Accident on US-19 Peachtree Rd at Biscayne Dr.
1,Accident on I-75 Southbound at Andrew Young International Blvd.
1,2 left lane blocked due to accident on I-285 Westbound at Exit 51 Bouldercrest Rd.
1,2 left lane blocked due to accident on I-20 Eastbound at Exits 60 60A 60B US-23 Moreland Ave.
1,Slow traffic and Right-middle lane blocked due to accident on I-75 Southbound around Exits 249C 249D I-85 I-75.
1,Slow traffic queueing traffic and right-middle lane blocked due to accident on I-75 Southbound at Exits 248C 248D I-85 I-75.
1,Lane blocked and slow traffic due to accident on I-285 Eastbound at Exit 25 US-19.
1,Slow traffic and (two) right lane blocked due to accident on I-285 Eastbound before GA-400.
0,Accident on Cargo Service Rd both ways in Hapeville.
0,Accident on Boulevard both ways at Decatur St.
1,Accident on Boulevard both ways near Tennelle St.
0,Accident on GA-237 Piedmont Rd both ways at GA-236 Lindbergh Dr.
1,Left hand shoulder closed due to accident on I-285 Northbound at Exits 33 34 Chamblee Tucker Rd.
1,Delays due to accident on I-20 Westbound at Capitol Ave.
1,Second left lane blocked and delays due to accident on I-285 Southbound at I-20.
1,Left hand shoulder blocked due to accident on I-285 Westbound before Exit 30 Chamblee Dunwoody Rd.
0,Accident on Fairview Rd both ways at US-23 Moreland Ave.
1,Delays due to accident on I-75 Northbound at GA-54 University Ave.
0,Right hand shoulder blocked due to accident on GA-166 Westbound before Greenbriar Pkwy.
1,Right hand shoulder blocked due to accident on I-285 Eastbound at I-75.
1,Second left lane blocked due to accident on I-75 Northbound before I-285.
0,Accident on GA-13 both ways at US-19 Peachtree St.
1,Delays due to accident on I-20 Westbound at Exits 60 60A 60B US-23 Moreland Ave.
1,Right lane blocked due to accident on I-285 Northbound before Exit 18 Paces Ferry Rd.
1,Center lane blocked due to accident on I-75 Northbound at Exits 259 260 Windy Hill Rd.
1,Left lane blocked due to accident on I-285 Westbound before Exit 60 GA-139 Riverdale Rd.
0,Right hand shoulder blocked due to accident on GA-400 Northbound at Exit 6 Northridge Rd.
1,Left hand shoulder blocked due to accident on I-285 Northbound before Exit 12 US-278 Donald Lee Hollowell Pkwy.
0,Accident on Pharr Rd both ways at US-19 Peachtree Rd.
0,Heavy traffic due to accident on GA-141 Peachtree Rd both ways at Maple Dr.
1,Accident on I-285 Southbound at I-85.
0,Second right lane blocked due to accident on GA-400 Southbound at Exit 6 Northridge Rd.
1,Accident on I-285 Southbound at GA-154 Campbellton Rd.
1,Left hand shoulder blocked due to accident on I-285 Westbound at Buford Hwy.
1,Right hand shoulder blocked due to accident on I-85 Southbound at Exits 68 69A 69B I-285.
1,Right hand shoulder blocked due to accident on I-20 Westbound at Exits 60 60A 60B US-23 Moreland Ave.
1,One lane blocked due to accident on I-85 I-75 Southbound at Exit 250 I-75.
0,Delays due to accident on Brighton Rd both ways at US-19 Peachtree Rd.
0,Delays due to accident on GA-400 Northbound at Exit 2 Lenox Rd.
1,Right hand shoulder blocked due to accident on I-20 Westbound at Exit 61B GA-260 Glenwood Ave.
1,Accident on I-85 Southbound at Exits 86 87 GA-400.
1,Two left lane blocked due to accident on I-75 Northbound after North Ave.
0,Delays due to accident on US-41 Metropolitan Pkwy both ways at Cleveland Ave.
1,Delays due to accident on I-75 Southbound at Fulton St.
0,Accident on 17th St both ways at Peachtree St.
0,Accident on Fairburn Rd near Benjamin E Mays Dr.
1,Accident on Park Dr at Piedmont Park.
1,Accident on I-75 Northbound at GA-54 University Ave.
0,Accident on US-78 North Ave at US-29 North Ave.
0,Accident on Piedmont Ave at Monroe Dr.
1,Accident on I-85 Southbound at 17th St.
0,Accident on Piedmont Ave at 14th St.
1,3 right lane blocked due to accident on I-85 Northbound at GA-166.
0,Accident on US-19 Peachtree Rd at Wesley Rd.
0,Accident on US-19 Peachtree Rd at Sheridan Dr.
1,Accident on I-85 Southbound at Arthur Langford Jr Pkwy.
0,Accident on US-41 Metropolitan Pkwy at Dill Ave.
1,Accident on I-285 Southbound at Exit 1 Washington Rd.
1,Accident on I-85 I-75 Southbound at Edgewood Ave.
1,Accident on I-75 Southbound at International Pkwy.
1,Accident on I-85 I-75 Northbound at 10th St.
1,Accident on I-20 Eastbound at Exits 59A 59B Boulevard.
1,Queueing traffic due to accident on I-75 Southbound at Exits 259A 259B I-285.
0,Slow traffic due to accident on GA-237 Piedmont Rd both ways at Habersham Rd.
1,Queueing traffic and HOV lane blocked due to accident on I-75 Southbound between Exits 250 251 I-85 and Exits 246 248A I-20.
1,Slow traffic due to accident on I-85 I-75 Southbound at I-85 I-75 Exit 247 / M.L.K Dr SE.
1,Accident on I-85 I-75 Northbound before Exit 249B I-75.
1,Slow traffic and Left lane blocked due to accident on I-285 Southbound at Exit 12 US-278 Donald Lee Hollowell Pkwy.
1,Accident on I-75 Northbound at Central Ave.
1,Right hand shoulder blocked due to accident on I-285 Eastbound at Glenridge Dr.
1,Right hand shoulder blocked due to accident on I-20 Eastbound after Exit 49 GA-70 Fulton Industrial Blvd.
1,Right hand shoulder blocked due to accident on I-75 Northbound after Abernathy Blvd.
1,Accident on I-75 Northbound at Memorial Dr.
1,Accident on I-75 Northbound at 10th St.
0,Accident on Lake Placid Dr both ways at US-19 Roswell Rd.
0,Left lane blocked due to accident on GA-400 Southbound before Exits 1A 1B Sidney Marcus Blvd.
1,Right hand shoulder blocked due to accident on I-85 Northbound at GA-166 Langford Pkwy.
0,Accident on US-29 Ponce de Leon Ave both ways at US-23 Moreland Ave.
1,Accident on I-75 Northbound at Andrew Young International Blvd.
1,Right hand shoulder blocked due to accident on I-75 Northbound after MLK Dr.
1,Right hand shoulder blocked due to accident on I-85 I-75 Southbound at Williams St.
1,Delays due to accident tractor trailer involved on I-285 Northbound before Exit 18 Paces Ferry Rd.
0,Accident on US-41 Metropolitan Pkwy both ways at Saint Johns Ave.
0,Delays due to accident on US-19 Peachtree Rd both ways at Collier Rd.
0,Accident on US-19 Peachtree St both ways at Palisades Rd.
0,Far left lane blocked due to accident on Johnson Ferry Rd Southbound at GA-9 Roswell Rd.
0,Delays due to accident on GA-400 Southbound after Exit 2 Lenox Rd.
0,Https://twitter.com/APDTraffic accident on Wimbledon Rd both ways at Piedmont Ave.
1,Delays due to accident on I-85 Northbound at Exits 86 87 GA-400.
1,Center lane blocked due to accident on I-20 Westbound at Capitol Ave.
0,Accident on GA-141 Peachtree Rd at Kingsboro Rd.
1,One lane blocked due to accident on I-85 I-75 Northbound at Exit 249D I-75.
1,Far left lane blocked due to accident on I-85 Northbound before GA-13 Buford Hwy.
1,Right lane blocked due to accident on I-75 Northbound at Peachtree Rd / Pine St.
1,Third left lane blocked due to accident on I-75 Northbound at GA-10 Freedom Pkwy.
0,Two left lane blocked due to accident on GA-400 Southbound before Exit 6 Northridge Rd.
1,Accident on I-75 Southbound at Fulton St.
0,Accident on Martin Luther King Jr Dr both ways at Paschal Blvd.
1,Left lane blocked due to accident on GA-13 Northbound at Monroe Dr.
1,Left lane blocked due to accident on I-285 Eastbound at GA-141 Peachtree Industrial Blvd.
1,Accident on US-29 Ponce de Leon Ave at GA-10 Freedom Pkwy.
1,Right lane blocked due to accident on I-85 I-75 Northbound at Exit 250 I-75.
1,Accident on I-75 Northbound at 14TH sT.
1,Accident on I-85 I-75 Southbound at Williams St.
0,Accident on Arthur Langford Rd at Greenbriar Rd.
0,Accident on US-23 Moreland Ave Northbound at Custer Ave.
0,Accident on Bolton Rd at Marietta Rd.
1,Accident on I-75 Northbound at Williams St.
1,Left hand shoulder blocked due to accident on I-75 Northbound at 10th St.
1,Accident on I-75 Northbound at Exits 251 252A 252B US-41 Northside Dr.
1,Center lane blocked due to accident on I-75 Southbound at International Pkwy.
1,2nd left lane blocked due to accident on I-85 Northbound at Exits 95 95A 95B 96 I-285.
1,Left hand shoulder blocked due to accident on I-20 Eastbound at Exits 59A 59B Boulevard.
1,Accident on I-20 Eastbound at Exits 60 60A 60B US-23 Moreland Ave.
0,Accident on GA-400 Southbound before Exits 5 5A 5B Abernathy Rd.
0,Accident on Ivan Allen Jr Blvd at US-29 Northside Dr.
1,Right hand shoulder blocked due to accident on I-20 Westbound at Exit 54 Langhorn St.
1,Accident on I-20 Westbound at Exits 59A 59B Boulevard.
1,Second right lane blocked due to accident on I-20 Westbound at Exits 56B 57 I-85 I-75.
1,Delays due to accident on I-75 Northbound at 10th St.
1,Second left lane blocked due to accident on I-75 Northbound at GA-10 Freedom Pkwy.
1,Second left lane blocked due to accident on I-285 Northbound after Exits 33 34 Chamblee Tucker Rd.
0,Accident on GA-279 Old National Hwy at I-85.
1,Second right lane blocked and delays due to accident on I-20 Westbound at Exit 54 Langhorn St.
1,Lane blocked on entry ramp due to accident on I-85 Southbound at Exit 91 Northeast Expy.
1,Accident on Piedmont Ave at Gilmer St.
0,Accident on Peachtree St at 14th St.
0,Accident on Martin Luther King Jr Dr at Sunset Ave.
0,Accident on Martin Luther King Jr Dr at Sunset Ave.
1,Accident on I-20 Eastbound at Joseph E Lowery Blvd.
0,Accident on GA-400 Southbound at Exits 1A 1B Sidney Marcus Blvd.
0,Accident on Chamblee Tucker Rd Northbound at Bolissa Dr.
1,Accident on I-20 Eastbound at GA-280 Hamilton E Holmes Dr.
1,Right hand shoulder blocked due to accident on I-20 Eastbound at Exit 53 GA-139 Martin Luther King Jr Dr.
0,Accident on John Portman Blvd at Peachtree St.
0,Accident on GA-141 Peachtree Rd at Kingsboro Rd.
0,Accident on Boulevard at Ralph McGill Blvd.
0,One lane blocked due to accident on GA-141 Peachtree Rd Northbound at Kingsboro Rd.
1,Two lanes blocked due to accident on I-285 Westbound after Exit 30 Chamblee Dunwoody Rd.
0,Accident on Peachtree St near Ivan Allen Jr Blvd.
1,Second left lane blocked due to accident on I-85 Southbound before Exits 84 85 I-75.
1,Left hand shoulder blocked and right hand shoulder blocked due to accident on I-85 Southbound before 17th St.
1,Accident on I-75 Southbound at Williams St.
1,Second left lane blocked due to accident on I-75 Southbound before 17th St.
1,Accident on I-75 Southbound near Exits 259 260 Windy Hill Rd.
1,Accident on I-75 Southbound between Exits 249C 249D I-85 I-75 and Exit 249A I-85 I-75.
0,Accident on Piedmont Ave at US-29 North Ave.
1,2nd left lane blocked due to accident on I-75 Southbound at 17th St.
1,Accident on I-85 I-75 Southbound at Williams St.
1,Accident on I-85 I-75 Southbound at Courtland St.
1,Right hand shoulder blocked due to accident on I-85 I-75 Southbound at 10th St.
1,Accident on I-75 Northbound at 17th St.
0,Right lane blocked due to accident on GA-400 Southbound at Exit 4C Hammond Dr.
0,Accident on Custer Ave at US-23 Moreland Ave.
1,Accident on I-75 Northbound at Andrew Young International Blvd.
1,Right hand shoulder blocked due to accident on I-75 Northbound at North Ave.
1,Slow traffic due to accident on I-285 Northbound at Exit 9 GA-139 Martin Luther King Jr Dr.
1,Queueing traffic due to accident on I-20 Eastbound before Exits 51A 51B I-285.
1,Lane blocked and slow traffic due to accident on I-85 Northbound at Exit 94 Chamblee Tucker Rd.
1,Lane blocked and slow traffic due to accident on I-285 Southbound after Exit 13 Bolton Rd.
1,Lane blocked due to accident on I-285 Westbound after Exit 29 Ashford Dunwoody Rd.
1,Left hand shoulder blocked and right hand shoulder blocked due to accident on I-85 Northbound at Exits 86 87 GA-400.
1,Lane blocked due to accident on I-75 Southbound at Exit 256 US-41 Northside Pkwy.
1,Right hand shoulder blocked due to accident on I-20 Westbound at Exit 49 GA-70 Fulton Industrial Blvd.
0,Right hand shoulder blocked due to accident on GA-400 Northbound at Exits 5 5A 5B Abernathy Rd.
0,Right hand shoulder blocked due to accident on GA-400 Northbound at Exits 3 4A I-285.
1,Right center lane blocked due to accident on I-85 I-75 Southbound at Exit 248C I-75.
1,Lane blocked and left hand shoulder blocked due to accident on I-20 Westbound before Exits 51A 51B I-285.
1,Lane blocked due to accident on I-85 I-75 Southbound at Exit 249B I-75.
1,Lane blocked due to accident on GA-400 Northbound at Exit 4C Hammond Dr.
0,Lane blocked due to accident on GA-9 Roswell Rd Northbound at Northridge Rd.
1,Right hand shoulder blocked due to accident on I-20 Westbound at Exit 49 GA-70 Fulton Industrial Blvd.
1,Right hand shoulder blocked due to accident on I-85 Southbound at Pleasantdale Rd.
1,Second left lane blocked due to accident on I-75 Southbound before Windy Hill Rd.
1,Accident on I-85 Southbound at Exit 88 Cheshire Bridge Rd.
1,Accident on I-285 Eastbound at Exit 55 GA-54 Jonesboro Rd.
0,Accident on Cleveland Ave at Old Hapeville Rd.
